station_id;date;hour;avg_available;avg_free;med_available;med_free;src_count
1;2013-05-30;4;11;16;11;16;60
1;2013-05-30;5;11;16;11;16;60
1;2013-05-30;6;11;16;11;16;60
1;2013-05-30;7;12;15;11;16;60
1;2013-05-30;8;11;16;11;16;60
1;2013-05-30;9;12;15;11;16;60
1;2013-05-30;10;11;16;11;16;60
1;2013-05-30;11;7;20;7;20;60
1;2013-05-30;12;10;17;9;18;60
1;2013-05-30;13;12;15;13;16;60
1;2013-05-30;14;7;20;7;20;60
1;2013-05-30;15;12;15;12;15;60
1;2013-05-30;16;5;22;5;22;60
1;2013-05-30;17;1;26;2;25;60
1;2013-05-30;18;4;23;4;23;60
1;2013-05-30;19;2;25;1;26;60
1;2013-05-30;20;7;20;9;18;60
1;2013-05-30;21;3;24;2;25;60
1;2013-05-30;22;2;25;2;25;60
1;2013-05-30;23;1;26;1;26;60
1;2013-05-31;0;0;27;0;27;60
1;2013-05-31;1;1;26;1;26;60
1;2013-05-31;2;0;27;0;27;60
1;2013-05-31;3;2;26;1;26;60
1;2013-05-31;4;3;24;3;24;60
1;2013-05-31;5;3;24;3;24;60
1;2013-05-31;6;2;25;2;25;59
1;2013-05-31;7;2;25;2;25;60
1;2013-05-31;8;1;26;1;26;60
1;2013-05-31;9;3;24;4;23;60
1;2013-05-31;10;10;17;10;17;60
1;2013-05-31;11;8;19;8;19;60
1;2013-05-31;12;7;20;6;21;60
1;2013-05-31;13;6;21;6;21;60
1;2013-05-31;14;7;20;7;20;60
1;2013-05-31;15;2;25;2;25;60
1;2013-05-31;16;1;26;1;26;60
1;2013-05-31;17;2;25;1;26;60
1;2013-05-31;18;6;21;6;21;60
1;2013-05-31;19;7;20;7;20;60
1;2013-05-31;20;7;20;6;21;60
1;2013-05-31;21;2;25;2;25;60
1;2013-05-31;22;4;23;4;23;60
1;2013-05-31;23;1;26;1;26;60
1;2013-06-01;0;2;25;3;24;60
1;2013-06-01;1;4;23;3;24;60
1;2013-06-01;2;1;26;1;26;60
1;2013-06-01;3;0;27;0;27;60
1;2013-06-01;4;0;27;0;27;60
1;2013-06-01;5;1;26;0;27;59
1;2013-06-01;6;0;27;0;27;60
1;2013-06-01;7;0;27;0;27;60
1;2013-06-01;8;0;27;0;27;60
1;2013-06-01;9;1;26;0;27;60
1;2013-06-01;10;3;25;2;25;60
1;2013-06-01;11;1;26;1;26;60
1;2013-06-01;12;1;26;1;26;60
1;2013-06-01;13;1;26;1;26;60
1;2013-06-01;14;3;24;2;25;60
1;2013-06-01;15;0;27;0;27;60
1;2013-06-01;16;0;27;0;27;60
1;2013-06-01;17;1;26;0;27;60
1;2013-06-01;18;5;22;5;22;60
1;2013-06-01;19;7;20;7;20;60
1;2013-06-01;20;9;18;9;18;60
1;2013-06-01;21;10;17;10;17;60
1;2013-06-01;22;15;12;17;11;60
1;2013-06-01;23;21;6;21;6;60
1;2013-06-02;0;21;6;21;6;60
1;2013-06-02;1;21;6;21;6;59
1;2013-06-02;2;19;8;19;8;60
1;2013-06-02;3;17;10;17;10;60
1;2013-06-02;4;14;13;15;12;60
1;2013-06-02;5;13;14;13;14;59
1;2013-06-02;6;13;14;13;15;60
1;2013-06-02;7;13;14;13;14;60
1;2013-06-02;8;11;16;11;16;60
1;2013-06-02;9;11;16;11;16;60
1;2013-06-02;10;10;17;11;16;60
1;2013-06-02;11;8;19;8;19;60
1;2013-06-02;12;5;22;5;22;60
1;2013-06-02;13;3;24;3;24;60
1;2013-06-02;14;1;26;0;27;60
1;2013-06-02;15;1;26;0;27;60
1;2013-06-02;16;2;25;2;25;60
1;2013-06-02;17;1;26;0;27;59
1;2013-06-02;18;4;23;5;22;60
1;2013-06-02;19;5;22;6;21;60
1;2013-06-02;20;6;21;6;21;59
1;2013-06-02;21;5;22;5;22;60
1;2013-06-02;22;8;19;7;20;60
1;2013-06-02;23;2;25;1;26;59
1;2013-06-03;0;1;26;1;26;59
1;2013-06-03;1;0;27;0;27;60
1;2013-06-03;2;0;27;0;27;60
1;2013-06-03;3;0;27;0;27;60
1;2013-06-03;4;1;26;1;26;60
1;2013-06-03;5;1;26;1;26;59
1;2013-06-03;6;0;27;0;27;60
1;2013-06-03;7;0;27;0;27;58
1;2013-06-03;8;1;26;0;27;60
1;2013-06-03;9;5;22;5;22;60
1;2013-06-03;10;5;22;5;22;59
1;2013-06-03;11;6;21;6;21;60
1;2013-06-03;12;4;23;5;22;60
1;2013-06-03;13;1;26;1;27;60
1;2013-06-03;14;2;25;3;24;59
1;2013-06-03;15;1;26;1;26;59
1;2013-06-03;16;2;25;3;24;58
1;2013-06-03;17;3;24;4;24;60
1;2013-06-03;18;1;25;1;25;60
1;2013-06-03;19;1;26;1;26;60
1;2013-06-03;20;2;25;2;25;60
1;2013-06-03;21;4;23;3;24;60
1;2013-06-03;22;7;20;7;20;60
1;2013-06-03;23;5;22;5;22;60
1;2013-06-04;0;6;21;6;21;60
1;2013-06-04;1;6;21;6;21;59
1;2013-06-04;2;6;21;6;21;60
1;2013-06-04;3;6;21;6;21;60
1;2013-06-04;4;6;21;6;21;60
1;2013-06-04;5;6;21;6;21;59
1;2013-06-04;6;6;21;6;21;60
1;2013-06-04;7;6;21;6;21;60
1;2013-06-04;8;6;21;6;21;60
1;2013-06-04;9;6;21;6;21;60
1;2013-06-04;10;6;21;6;21;60
1;2013-06-04;11;6;21;6;21;60
1;2013-06-04;12;4;23;6;21;60
1;2013-06-04;13;0;27;0;27;60
1;2013-06-04;14;1;26;1;26;60
1;2013-06-04;15;1;26;1;26;60
1;2013-06-04;16;6;21;6;21;60
1;2013-06-04;17;7;20;8;20;60
1;2013-06-04;18;5;22;5;22;60
1;2013-06-04;19;1;26;1;26;60
1;2013-06-04;20;2;25;2;25;55
1;2013-06-04;21;1;26;1;26;60
1;2013-06-04;22;0;27;0;27;60
1;2013-06-04;23;1;26;0;27;60
1;2013-06-05;0;3;24;3;24;60
1;2013-06-05;1;3;24;3;24;60
1;2013-06-05;2;3;24;3;24;60
1;2013-06-05;3;3;24;3;24;60
1;2013-06-05;4;2;25;2;25;60
1;2013-06-05;5;2;25;2;25;59
1;2013-06-05;6;1;26;1;26;60
1;2013-06-05;7;1;26;1;26;60
1;2013-06-05;8;1;26;1;26;60
1;2013-06-05;9;4;23;4;23;60
1;2013-06-05;10;9;18;9;18;60
1;2013-06-05;11;11;16;12;15;60
1;2013-06-05;12;7;20;7;20;60
1;2013-06-05;13;2;25;1;26;60
1;2013-06-05;14;1;26;1;26;60
1;2013-06-05;15;3;24;3;24;60
1;2013-06-05;16;6;21;6;21;60
1;2013-06-05;17;10;17;11;16;60
1;2013-06-05;18;10;17;10;17;60
1;2013-06-05;19;3;24;4;23;60
1;2013-06-05;20;7;20;7;20;60
1;2013-06-05;21;15;12;16;12;60
1;2013-06-05;22;12;15;11;16;60
1;2013-06-05;23;13;14;14;13;60
1;2013-06-06;0;15;12;15;12;60
1;2013-06-06;1;19;8;19;8;59
1;2013-06-06;2;15;12;15;12;60
1;2013-06-06;3;15;12;15;12;60
1;2013-06-06;4;15;12;15;12;60
1;2013-06-06;5;15;12;15;12;60
1;2013-06-06;6;13;14;13;14;60
1;2013-06-06;7;12;15;12;15;60
1;2013-06-06;8;12;15;13;14;60
1;2013-06-06;9;11;16;10;17;60
1;2013-06-06;10;18;9;18;9;60
1;2013-06-06;11;16;11;16;11;60
1;2013-06-06;12;17;10;18;10;60
1;2013-06-06;13;16;11;17;10;60
1;2013-06-06;14;16;11;17;10;60
1;2013-06-06;15;17;10;17;10;60
1;2013-06-06;16;17;10;16;11;60
1;2013-06-06;17;13;14;12;15;60
1;2013-06-06;18;10;17;10;17;60
1;2013-06-06;19;11;16;11;16;60
1;2013-06-06;20;3;24;2;25;60
1;2013-06-06;21;4;23;4;23;60
1;2013-06-06;22;4;23;4;23;60
1;2013-06-06;23;5;22;5;22;60
1;2013-06-07;0;4;23;4;23;60
1;2013-06-07;1;2;25;2;25;60
1;2013-06-07;2;2;25;2;25;60
1;2013-06-07;3;2;25;2;25;60
1;2013-06-07;4;2;25;2;25;60
1;2013-06-07;5;2;25;2;25;59
1;2013-06-07;6;0;27;0;27;60
1;2013-06-07;7;0;27;0;27;60
1;2013-06-07;8;1;27;1;27;60
1;2013-06-07;9;2;25;2;25;60
1;2013-06-07;10;3;24;3;24;60
1;2013-06-07;11;3;24;4;23;60
1;2013-06-07;12;3;24;3;24;60
1;2013-06-07;13;4;23;4;23;60
1;2013-06-07;14;2;25;2;25;60
1;2013-06-07;15;4;24;3;24;60
1;2013-06-07;16;3;24;3;24;60
1;2013-06-07;17;5;22;6;21;60
1;2013-06-07;18;8;19;8;19;53
1;2013-06-07;19;13;14;13;14;60
1;2013-06-07;20;16;11;17;10;58
1;2013-06-07;21;15;12;15;12;59
1;2013-06-07;22;15;12;15;12;60
1;2013-06-07;23;15;12;15;12;60
1;2013-06-08;0;17;10;17;10;60
1;2013-06-08;1;18;9;18;9;60
1;2013-06-08;2;15;12;15;12;60
1;2013-06-08;3;14;13;15;12;59
1;2013-06-08;4;13;14;13;14;58
1;2013-06-08;6;11;16;11;16;60
1;2013-06-08;7;12;15;12;15;60
1;2013-06-08;8;11;16;11;16;60
1;2013-06-08;9;11;16;11;16;60
1;2013-06-08;10;8;19;8;19;60
1;2013-06-08;11;7;20;7;20;60
1;2013-06-08;12;5;22;5;22;60
1;2013-06-08;13;2;25;2;25;60
1;2013-06-08;14;0;27;0;27;60
1;2013-06-08;15;1;27;0;27;60
1;2013-06-08;16;0;27;0;27;60
1;2013-06-08;17;0;27;0;27;60
1;2013-06-08;18;0;27;0;27;60
1;2013-06-08;19;0;27;0;27;59
1;2013-06-08;20;1;26;1;26;60
1;2013-06-08;21;3;24;3;24;60
1;2013-06-08;22;3;24;3;24;60
1;2013-06-08;23;1;26;1;26;60
1;2013-06-09;0;0;27;0;27;60
1;2013-06-09;1;0;27;0;27;60
1;2013-06-09;2;0;27;0;27;60
1;2013-06-09;3;1;26;2;25;60
1;2013-06-09;4;0;27;0;27;60
1;2013-06-09;5;1;26;0;27;59
1;2013-06-09;6;1;26;1;26;60
1;2013-06-09;7;1;26;1;26;60
1;2013-06-09;8;0;27;0;27;60
1;2013-06-09;9;0;27;0;27;60
1;2013-06-09;10;1;26;1;26;60
1;2013-06-09;11;0;27;0;27;60
1;2013-06-09;12;0;27;0;27;60
1;2013-06-09;13;1;26;1;26;60
1;2013-06-09;14;0;27;0;27;60
1;2013-06-09;15;2;25;2;25;60
1;2013-06-09;16;2;25;3;24;60
1;2013-06-09;17;2;25;1;26;60
1;2013-06-09;18;2;25;2;25;60
1;2013-06-09;19;2;25;2;25;60
1;2013-06-09;20;0;27;0;27;60
1;2013-06-09;21;1;26;0;27;60
1;2013-06-09;22;2;25;3;25;60
1;2013-06-09;23;4;23;5;22;60
1;2013-06-10;0;3;24;2;25;60
1;2013-06-10;1;1;26;1;26;60
1;2013-06-10;2;1;26;1;26;60
1;2013-06-10;3;1;26;1;26;60
1;2013-06-10;4;0;27;0;27;60
1;2013-06-10;5;0;27;0;27;59
1;2013-06-10;6;0;27;0;27;60
1;2013-06-10;7;1;26;1;26;60
1;2013-06-10;8;1;26;1;26;60
1;2013-06-10;9;2;25;3;24;60
1;2013-06-10;10;5;22;5;22;60
1;2013-06-10;11;7;20;7;20;60
1;2013-06-10;12;8;19;9;18;60
1;2013-06-10;13;11;16;12;16;60
1;2013-06-10;14;14;13;14;13;60
1;2013-06-10;15;15;13;15;12;60
1;2013-06-10;16;14;13;15;13;60
1;2013-06-10;17;14;13;14;14;60
1;2013-06-10;18;18;9;18;9;60
1;2013-06-10;19;13;14;13;14;60
1;2013-06-10;20;5;22;4;23;60
1;2013-06-10;21;11;16;11;16;60
1;2013-06-10;22;12;15;12;16;60
1;2013-06-10;23;8;19;8;19;60
1;2013-06-11;0;6;21;5;22;60
1;2013-06-11;1;9;18;8;19;59
1;2013-06-11;2;9;18;9;18;60
1;2013-06-11;3;9;18;9;18;60
1;2013-06-11;4;9;18;9;18;60
1;2013-06-11;5;9;18;9;18;59
1;2013-06-11;6;7;20;6;20;60
1;2013-06-11;7;6;20;6;21;59
1;2013-06-11;8;6;20;8;18;60
1;2013-06-11;9;2;24;2;24;60
1;2013-06-11;10;6;20;6;20;60
1;2013-06-11;11;9;18;9;18;60
1;2013-06-11;12;11;16;11;16;60
1;2013-06-11;13;12;15;13;14;60
1;2013-06-11;14;7;20;8;19;60
1;2013-06-11;15;1;26;1;26;60
1;2013-06-11;16;1;26;1;26;60
1;2013-06-11;17;3;24;3;24;60
1;2013-06-11;18;4;23;4;23;60
1;2013-06-11;19;3;24;3;24;60
1;2013-06-11;20;6;21;5;22;60
1;2013-06-11;21;9;18;10;17;60
1;2013-06-11;22;3;24;3;24;60
1;2013-06-11;23;1;26;1;26;60
1;2013-06-12;0;1;26;0;27;60
1;2013-06-12;1;1;26;1;26;60
1;2013-06-12;2;1;26;1;26;60
1;2013-06-12;3;1;26;1;26;60
1;2013-06-12;4;0;27;0;27;60
1;2013-06-12;5;0;27;0;27;60
1;2013-06-12;6;1;26;0;27;60
1;2013-06-12;7;7;20;7;20;60
1;2013-06-12;8;5;22;5;22;60
1;2013-06-12;9;5;22;5;22;60
1;2013-06-12;10;6;21;6;21;60
1;2013-06-12;11;6;21;6;21;60
1;2013-06-12;12;3;24;3;25;60
1;2013-06-12;13;2;25;1;26;60
1;2013-06-12;14;4;23;4;23;60
1;2013-06-12;15;4;23;4;23;60
1;2013-06-12;16;3;24;3;24;60
1;2013-06-12;17;3;24;3;24;60
1;2013-06-12;18;3;24;3;24;60
1;2013-06-12;19;3;24;3;24;60
1;2013-06-12;20;4;23;3;24;59
1;2013-06-12;21;8;19;8;19;59
1;2013-06-12;22;8;19;8;19;59
1;2013-06-12;23;9;18;9;18;60
1;2013-06-13;0;7;20;7;20;60
1;2013-06-13;1;7;20;7;20;60
1;2013-06-13;2;7;20;7;20;59
1;2013-06-13;3;7;20;7;20;59
1;2013-06-13;4;7;20;7;20;60
1;2013-06-13;5;7;20;7;20;59
1;2013-06-13;6;7;20;7;20;60
1;2013-06-13;7;7;20;7;20;60
1;2013-06-13;8;4;23;4;23;60
1;2013-06-13;9;4;23;4;23;58
1;2013-06-13;10;4;23;4;23;59
1;2013-06-13;11;4;23;4;23;60
1;2013-06-13;12;2;25;2;25;60
1;2013-06-13;13;2;25;1;26;60
1;2013-06-13;14;2;25;2;25;60
1;2013-06-13;15;4;23;3;24;60
1;2013-06-13;16;5;22;6;21;58
1;2013-06-13;17;6;21;6;21;60
1;2013-06-13;18;3;24;4;23;60
1;2013-06-13;19;2;25;2;25;60
1;2013-06-13;20;2;25;2;25;60
1;2013-06-13;21;1;26;1;26;58
1;2013-06-13;22;3;24;3;24;58
1;2013-06-13;23;5;22;5;22;60
1;2013-06-14;0;3;24;4;24;60
1;2013-06-14;1;2;25;1;26;59
1;2013-06-14;2;1;26;1;26;60
1;2013-06-14;3;1;26;1;26;60
1;2013-06-14;4;1;26;1;26;60
1;2013-06-14;5;1;26;1;26;59
1;2013-06-14;6;0;27;0;27;60
1;2013-06-14;7;0;27;0;27;60
1;2013-06-14;8;1;26;1;26;60
1;2013-06-14;9;1;26;1;26;60
1;2013-06-14;10;1;26;1;26;60
1;2013-06-14;11;3;24;3;24;60
1;2013-06-14;12;2;25;2;25;60
1;2013-06-14;13;1;26;1;26;60
1;2013-06-14;14;1;26;1;26;60
1;2013-06-14;15;1;26;1;26;60
1;2013-06-14;16;1;26;1;26;59
1;2013-06-14;17;1;26;1;26;60
1;2013-06-14;18;0;27;0;27;59
1;2013-06-14;19;2;25;3;24;57
1;2013-06-14;20;4;23;3;24;60
1;2013-06-14;21;6;21;6;21;60
1;2013-06-14;22;7;20;6;21;60
1;2013-06-14;23;7;20;7;20;60
1;2013-06-15;0;5;22;6;21;60
1;2013-06-15;1;6;21;7;20;60
1;2013-06-15;2;1;26;1;26;60
1;2013-06-15;3;0;27;0;27;60
1;2013-06-15;4;0;27;0;27;60
1;2013-06-15;5;0;27;0;27;60
1;2013-06-15;6;0;27;0;27;60
1;2013-06-15;7;0;27;0;27;60
1;2013-06-15;8;0;27;0;27;60
1;2013-06-15;9;0;27;0;27;60
1;2013-06-15;10;1;26;1;26;60
1;2013-06-15;11;0;27;0;27;60
1;2013-06-15;12;4;23;5;22;60
1;2013-06-15;13;4;23;4;24;59
1;2013-06-15;14;2;25;2;25;56
1;2013-06-15;15;0;27;0;27;60
1;2013-06-15;16;1;26;1;26;60
1;2013-06-15;17;1;26;0;27;60
1;2013-06-15;18;1;26;1;26;60
1;2013-06-15;19;0;27;0;27;60
1;2013-06-15;20;1;26;1;26;60
1;2013-06-15;21;3;24;3;24;60
1;2013-06-15;22;5;22;6;23;60
1;2013-06-15;23;6;21;6;21;60
1;2013-06-16;0;4;23;4;23;41
1;2013-06-16;1;7;20;8;19;60
1;2013-06-16;2;2;25;1;26;60
1;2013-06-16;3;1;26;1;26;60
1;2013-06-16;4;2;25;2;25;50
1;2013-06-16;5;1;26;1;26;59
1;2013-06-16;6;0;27;0;27;60
1;2013-06-16;7;0;27;0;27;60
1;2013-06-16;8;0;27;0;27;60
1;2013-06-16;9;0;27;0;27;60
1;2013-06-16;10;1;26;1;26;60
1;2013-06-16;11;1;26;0;27;60
1;2013-06-16;12;1;26;1;26;60
1;2013-06-16;13;2;25;2;25;60
1;2013-06-16;14;2;25;3;24;60
1;2013-06-16;15;0;27;0;27;60
1;2013-06-16;16;0;27;0;27;60
1;2013-06-16;17;1;26;2;26;60
1;2013-06-16;18;1;26;0;27;60
1;2013-06-16;19;0;27;0;27;60
1;2013-06-16;20;3;24;3;24;60
1;2013-06-16;21;5;22;5;22;55
1;2013-06-16;22;4;23;5;22;60
1;2013-06-16;23;6;21;6;21;59
1;2013-06-17;0;5;22;5;22;60
1;2013-06-17;1;4;23;4;23;60
1;2013-06-17;2;4;23;4;23;60
1;2013-06-17;3;5;22;5;22;60
1;2013-06-17;4;5;22;5;22;60
1;2013-06-17;5;5;22;5;22;59
1;2013-06-17;6;5;22;5;22;60
1;2013-06-17;7;6;21;6;21;60
1;2013-06-17;8;2;25;2;25;60
1;2013-06-17;9;1;26;1;26;60
1;2013-06-17;10;1;26;1;26;60
1;2013-06-17;11;0;27;0;27;60
1;2013-06-17;12;4;23;5;25;60
1;2013-06-17;13;7;20;7;20;60
1;2013-06-17;14;5;22;5;22;60
1;2013-06-17;15;5;22;5;22;60
1;2013-06-17;16;5;22;5;23;60
1;2013-06-17;17;4;23;4;23;60
1;2013-06-17;18;4;23;4;23;60
1;2013-06-17;19;2;25;2;25;60
1;2013-06-17;20;3;24;3;24;60
1;2013-06-17;21;6;21;5;22;60
1;2013-06-17;22;8;19;8;19;60
1;2013-06-17;23;7;20;7;20;60
1;2013-06-18;0;7;20;7;20;60
1;2013-06-18;1;6;21;6;21;60
1;2013-06-18;2;6;21;6;21;60
1;2013-06-18;3;6;21;6;21;60
1;2013-06-18;4;6;21;6;21;60
1;2013-06-18;5;6;21;6;21;59
1;2013-06-18;6;6;21;6;21;60
1;2013-06-18;7;7;20;7;20;60
1;2013-06-18;8;7;20;7;20;60
1;2013-06-18;9;5;22;5;22;60
1;2013-06-18;10;3;24;3;24;60
1;2013-06-18;11;4;23;4;23;60
1;2013-06-18;12;4;23;4;23;60
1;2013-06-18;13;7;20;7;20;60
1;2013-06-18;14;7;20;7;20;59
1;2013-06-18;15;12;15;12;15;60
1;2013-06-18;16;9;18;8;19;60
1;2013-06-18;17;6;21;6;21;60
1;2013-06-18;18;7;20;7;20;60
1;2013-06-18;19;7;20;7;20;60
1;2013-06-18;20;10;17;10;17;60
1;2013-06-18;21;11;16;11;16;60
1;2013-06-18;22;7;20;7;20;60
1;2013-06-18;23;6;21;6;21;60
1;2013-06-19;0;4;23;4;23;60
1;2013-06-19;1;4;23;4;23;60
1;2013-06-19;2;3;24;3;24;60
1;2013-06-19;3;3;24;3;24;60
1;2013-06-19;4;3;24;3;24;60
1;2013-06-19;5;3;24;3;24;59
1;2013-06-19;6;2;25;2;25;60
1;2013-06-19;7;2;25;2;25;60
1;2013-06-19;8;1;26;1;26;60
1;2013-06-19;9;2;25;2;25;60
1;2013-06-19;10;1;26;1;26;60
1;2013-06-19;11;1;26;1;26;60
1;2013-06-19;12;3;24;3;24;60
1;2013-06-19;13;1;26;1;26;60
1;2013-06-19;14;2;25;2;25;60
1;2013-06-19;15;2;25;2;25;60
1;2013-06-19;16;1;26;0;27;60
1;2013-06-19;17;0;27;0;27;60
1;2013-06-19;18;2;25;2;25;60
1;2013-06-19;19;6;21;6;21;60
1;2013-06-19;20;8;19;8;19;60
1;2013-06-19;21;6;21;6;21;60
1;2013-06-19;22;8;19;8;19;60
1;2013-06-19;23;7;20;8;19;60
1;2013-06-20;0;4;23;4;23;60
1;2013-06-20;1;3;24;3;24;60
1;2013-06-20;2;2;25;2;25;60
1;2013-06-20;3;2;25;2;25;60
1;2013-06-20;4;3;24;3;24;60
1;2013-06-20;5;3;24;3;24;59
1;2013-06-20;6;1;26;1;26;60
1;2013-06-20;7;0;27;0;27;60
1;2013-06-20;8;0;27;0;27;60
1;2013-06-20;9;2;26;1;26;60
1;2013-06-20;10;4;23;4;23;60
1;2013-06-20;11;5;22;5;22;60
1;2013-06-20;12;4;23;4;23;60
1;2013-06-20;13;8;19;8;19;60
1;2013-06-20;14;7;20;7;20;60
1;2013-06-20;15;7;20;7;20;60
1;2013-06-20;16;6;21;6;21;59
1;2013-06-20;17;2;25;2;25;58
1;2013-06-20;18;6;21;6;21;60
1;2013-06-20;19;4;23;5;22;60
1;2013-06-20;20;5;22;4;23;60
1;2013-06-20;21;6;21;7;20;60
1;2013-06-20;22;5;22;6;21;60
1;2013-06-20;23;2;25;2;25;60
1;2013-06-21;0;1;26;1;26;60
1;2013-06-21;1;0;27;0;27;60
1;2013-06-21;2;1;26;1;26;60
1;2013-06-21;3;1;26;1;26;60
1;2013-06-21;4;1;26;1;26;60
1;2013-06-21;5;1;26;1;26;59
1;2013-06-21;6;0;27;0;27;60
1;2013-06-21;7;1;26;1;26;60
1;2013-06-21;8;1;26;0;27;60
1;2013-06-21;9;2;25;2;25;60
1;2013-06-21;10;2;25;2;25;60
1;2013-06-21;11;2;25;2;25;60
1;2013-06-21;12;2;25;1;26;60
1;2013-06-21;13;1;26;1;26;59
1;2013-06-21;14;1;26;1;26;60
1;2013-06-21;15;2;25;2;25;60
1;2013-06-21;16;4;23;4;23;60
1;2013-06-21;17;1;26;1;26;60
1;2013-06-21;18;2;25;2;25;60
1;2013-06-21;19;4;23;4;23;59
1;2013-06-21;20;8;19;8;19;60
1;2013-06-21;21;10;17;10;17;60
1;2013-06-21;22;11;16;11;16;58
1;2013-06-21;23;10;17;10;17;44
1;2013-06-22;0;7;20;6;21;60
1;2013-06-22;1;5;22;5;22;60
1;2013-06-22;2;3;24;2;25;59
1;2013-06-22;3;2;25;2;25;60
1;2013-06-22;4;2;25;2;25;60
1;2013-06-22;5;1;26;1;26;59
1;2013-06-22;6;0;27;0;27;60
1;2013-06-22;7;0;27;0;27;60
1;2013-06-22;8;0;27;0;27;60
1;2013-06-22;9;1;26;1;26;60
1;2013-06-22;10;0;27;0;27;60
1;2013-06-22;11;0;27;0;27;58
1;2013-06-22;12;1;26;1;26;60
1;2013-06-22;13;2;25;2;25;59
1;2013-06-22;14;3;24;3;24;60
1;2013-06-22;15;3;24;2;25;60
1;2013-06-22;16;3;24;3;24;60
1;2013-06-22;17;3;24;3;24;60
1;2013-06-22;18;1;26;2;25;60
1;2013-06-22;19;2;25;2;25;60
1;2013-06-22;20;6;21;7;20;60
1;2013-06-22;21;6;20;7;20;60
1;2013-06-22;22;4;22;4;22;60
1;2013-06-22;23;2;24;2;24;60
1;2013-06-23;0;1;25;1;25;60
1;2013-06-23;1;1;26;1;26;60
1;2013-06-23;2;1;26;1;26;60
1;2013-06-23;3;0;27;0;27;60
1;2013-06-23;4;0;27;0;27;60
1;2013-06-23;5;2;25;3;24;59
1;2013-06-23;6;3;24;3;24;60
1;2013-06-23;7;3;24;3;24;60
1;2013-06-23;8;2;25;2;25;60
1;2013-06-23;9;2;25;2;25;60
1;2013-06-23;10;2;25;2;25;60
1;2013-06-23;11;2;25;1;26;48
1;2013-06-23;12;1;26;1;26;59
1;2013-06-23;13;3;24;3;24;60
1;2013-06-23;14;1;26;1;26;60
1;2013-06-23;15;4;23;4;23;60
1;2013-06-23;16;2;25;2;25;60
1;2013-06-23;17;0;27;0;27;60
1;2013-06-23;18;1;26;1;26;60
1;2013-06-23;19;1;26;0;27;60
1;2013-06-23;20;2;25;1;26;60
1;2013-06-23;21;4;23;5;22;60
1;2013-06-23;22;4;23;4;24;60
1;2013-06-23;23;2;25;2;25;60
1;2013-06-24;0;3;24;3;24;60
1;2013-06-24;1;4;23;4;23;59
1;2013-06-24;2;3;24;3;24;60
1;2013-06-24;3;2;25;2;25;60
1;2013-06-24;4;3;24;3;24;60
1;2013-06-24;5;3;24;3;24;59
1;2013-06-24;6;3;24;3;24;60
1;2013-06-24;7;2;25;2;25;60
1;2013-06-24;8;0;27;0;27;60
1;2013-06-24;9;2;25;2;25;60
1;2013-06-24;10;1;26;1;26;60
1;2013-06-24;11;0;27;0;27;60
1;2013-06-24;12;1;26;1;26;60
1;2013-06-24;13;4;23;2;25;60
1;2013-06-24;14;11;16;11;16;60
1;2013-06-24;15;11;16;11;16;60
1;2013-06-24;16;5;22;6;21;60
1;2013-06-24;17;3;24;3;24;60
1;2013-06-24;18;0;27;0;27;60
1;2013-06-24;19;1;26;2;25;54
1;2013-06-24;20;3;24;4;23;60
1;2013-06-24;21;1;26;1;26;60
1;2013-06-24;22;0;27;0;27;60
1;2013-06-24;23;0;27;0;27;60
1;2013-06-25;0;1;26;1;26;60
1;2013-06-25;1;1;26;1;26;57
1;2013-06-25;2;1;26;1;26;60
1;2013-06-25;3;1;26;1;26;60
1;2013-06-25;4;2;25;2;25;60
1;2013-06-25;5;2;25;2;25;59
1;2013-06-25;6;0;27;0;27;60
1;2013-06-25;7;0;27;0;27;60
1;2013-06-25;8;3;24;3;24;60
1;2013-06-25;9;3;24;4;23;60
1;2013-06-25;10;3;24;3;24;60
1;2013-06-25;11;1;26;2;25;60
1;2013-06-25;12;2;25;2;25;60
1;2013-06-25;13;4;23;4;24;60
1;2013-06-25;14;8;19;8;19;59
1;2013-06-25;15;8;19;8;19;60
1;2013-06-25;16;8;19;7;20;59
1;2013-06-25;17;8;19;9;18;60
1;2013-06-25;18;12;15;11;16;60
1;2013-06-25;19;14;14;14;13;60
1;2013-06-25;20;13;14;14;13;60
1;2013-06-25;21;6;21;6;21;60
1;2013-06-25;22;1;26;1;26;60
1;2013-06-25;23;2;25;2;25;60
1;2013-06-26;0;0;27;0;27;60
1;2013-06-26;1;1;26;1;26;59
1;2013-06-26;2;2;25;2;25;60
1;2013-06-26;3;2;25;2;25;60
1;2013-06-26;4;2;25;2;25;60
1;2013-06-26;5;2;25;2;25;59
1;2013-06-26;6;0;27;0;27;60
1;2013-06-26;7;0;27;0;27;60
1;2013-06-26;8;3;24;2;25;60
1;2013-06-26;9;4;23;4;23;60
1;2013-06-26;10;3;24;2;25;60
1;2013-06-26;11;1;26;1;26;60
1;2013-06-26;12;0;27;0;27;60
1;2013-06-26;13;1;26;0;27;60
1;2013-06-26;14;2;25;2;25;60
1;2013-06-26;15;3;25;2;25;60
1;2013-06-26;16;6;21;6;21;60
1;2013-06-26;17;6;21;6;21;60
1;2013-06-26;22;4;24;4;23;42
1;2013-06-26;23;1;26;1;26;60
1;2013-06-27;0;1;26;1;26;59
1;2013-06-27;1;0;27;0;27;59
