station_id;date;hour;avg_available;avg_free;med_available;med_free;src_count
1;2012-08-13;6;1;26;1;26;59
1;2012-08-13;7;1;26;1;26;59
1;2012-08-13;8;1;26;1;26;59
1;2012-08-13;9;1;26;1;26;57
1;2012-08-13;10;1;26;1;26;58
1;2012-08-13;11;1;26;1;26;59
1;2012-08-13;12;1;26;1;26;58
1;2012-08-13;13;1;26;1;26;58
1;2012-08-13;14;1;26;1;26;59
1;2012-08-13;15;1;26;1;26;59
1;2012-08-13;16;1;26;1;26;59
1;2012-08-13;17;1;26;1;26;54
1;2012-08-13;18;1;26;1;26;59
1;2012-08-13;19;0;27;0;27;59
1;2012-08-13;20;1;26;0;27;59
1;2012-08-13;21;6;21;6;21;59
1;2012-08-13;22;6;21;9;19;59
1;2012-08-13;23;6;21;5;22;59
1;2012-08-14;0;6;21;6;21;59
1;2012-08-14;1;2;25;3;24;59
1;2012-08-14;2;5;22;7;20;59
1;2012-08-14;3;10;17;10;17;59
1;2012-08-14;4;9;18;9;18;59
1;2012-08-14;5;6;21;6;21;59
1;2012-08-14;6;3;24;3;24;59
1;2012-08-14;7;2;25;2;25;59
1;2012-08-14;8;2;25;2;25;59
1;2012-08-14;9;2;25;2;25;58
1;2012-08-14;10;0;27;0;27;59
1;2012-08-14;11;0;27;0;27;58
1;2012-08-14;12;0;27;0;27;57
1;2012-08-14;13;1;26;2;25;59
1;2012-08-14;14;3;24;3;24;58
1;2012-08-14;15;3;24;4;23;57
1;2012-08-14;16;1;26;1;26;59
1;2012-08-14;17;1;26;1;26;59
1;2012-08-14;18;0;27;0;27;58
1;2012-08-14;19;2;25;4;23;56
1;2012-08-14;20;4;23;4;23;58
1;2012-08-14;21;6;21;5;22;59
1;2012-08-14;22;7;20;7;20;59
1;2012-08-14;23;9;18;8;19;59
1;2012-08-15;0;12;15;12;15;59
1;2012-08-15;1;11;16;11;16;59
1;2012-08-15;2;12;15;12;15;59
1;2012-08-15;3;11;16;11;16;59
1;2012-08-15;4;10;17;10;17;59
1;2012-08-15;5;10;17;10;17;59
1;2012-08-15;6;9;18;9;18;59
1;2012-08-15;7;7;20;7;20;59
1;2012-08-15;8;7;20;7;20;59
1;2012-08-15;9;4;23;4;23;58
1;2012-08-15;10;4;23;4;23;59
1;2012-08-15;11;2;25;3;24;59
1;2012-08-15;12;2;25;1;26;59
1;2012-08-15;13;0;27;0;27;59
1;2012-08-15;14;0;27;0;27;59
1;2012-08-15;15;0;27;0;27;57
1;2012-08-15;16;0;27;0;27;59
1;2012-08-15;17;2;25;2;25;59
1;2012-08-15;18;2;25;3;24;59
1;2012-08-15;19;3;24;2;25;58
1;2012-08-15;20;2;25;3;24;59
1;2012-08-15;21;3;24;3;25;59
1;2012-08-15;22;2;25;2;25;59
1;2012-08-15;23;2;25;2;25;54
1;2012-08-16;0;2;25;2;25;50
1;2012-08-16;1;2;25;2;25;59
1;2012-08-16;2;2;25;2;25;59
1;2012-08-16;3;2;25;2;25;59
1;2012-08-16;4;3;24;3;24;59
1;2012-08-16;5;2;25;2;25;59
1;2012-08-16;6;0;27;0;27;59
1;2012-08-16;7;0;27;0;27;59
1;2012-08-16;8;0;27;0;27;59
1;2012-08-16;9;0;27;0;27;59
1;2012-08-16;10;1;26;2;25;59
1;2012-08-16;11;1;26;1;26;59
1;2012-08-16;12;0;27;0;27;57
1;2012-08-16;13;0;27;0;27;56
1;2012-08-16;14;1;26;1;26;59
1;2012-08-16;15;1;26;1;26;59
1;2012-08-16;16;1;26;1;26;59
1;2012-08-16;17;1;26;0;27;55
1;2012-08-16;18;0;27;0;27;58
1;2012-08-16;19;4;23;4;23;59
1;2012-08-16;20;3;24;3;24;59
1;2012-08-16;21;9;18;10;17;59
1;2012-08-16;22;14;13;14;13;59
1;2012-08-16;23;14;13;14;13;59
1;2012-08-17;0;14;13;14;13;59
1;2012-08-17;1;14;13;14;13;59
1;2012-08-17;2;15;12;14;13;59
1;2012-08-17;3;15;12;15;12;59
1;2012-08-17;4;13;14;14;14;59
1;2012-08-17;5;12;15;12;15;59
1;2012-08-17;6;10;17;10;17;59
1;2012-08-17;7;8;19;8;19;59
1;2012-08-17;8;5;22;6;22;59
1;2012-08-17;9;4;23;4;24;59
1;2012-08-17;10;5;22;5;22;56
1;2012-08-17;11;0;27;0;27;59
1;2012-08-17;12;2;25;2;25;57
1;2012-08-17;13;2;25;2;25;59
1;2012-08-17;14;3;24;3;24;58
1;2012-08-17;15;3;24;3;24;58
1;2012-08-17;16;0;27;0;27;59
1;2012-08-17;17;1;26;1;26;58
1;2012-08-17;18;1;26;1;26;59
1;2012-08-17;19;5;22;6;21;59
1;2012-08-17;20;5;22;5;22;59
1;2012-08-17;21;4;23;4;23;59
1;2012-08-17;22;5;22;4;23;57
1;2012-08-17;23;6;21;6;21;59
1;2012-08-18;0;9;18;9;18;59
1;2012-08-18;1;8;19;8;19;59
1;2012-08-18;2;8;19;8;19;59
1;2012-08-18;3;8;19;8;19;59
1;2012-08-18;4;8;19;8;19;58
1;2012-08-18;5;8;19;8;20;59
1;2012-08-18;6;7;20;7;20;59
1;2012-08-18;7;5;22;5;22;59
1;2012-08-18;8;6;21;5;22;58
1;2012-08-18;9;8;19;8;19;59
1;2012-08-18;10;6;21;6;21;59
1;2012-08-18;11;2;25;2;25;59
1;2012-08-18;12;3;24;3;24;59
1;2012-08-18;13;1;26;1;26;59
1;2012-08-18;14;1;26;1;26;59
1;2012-08-18;15;1;26;2;25;54
1;2012-08-18;16;0;27;0;27;56
1;2012-08-18;17;0;27;0;27;59
1;2012-08-18;18;3;24;2;25;59
1;2012-08-18;19;2;25;2;25;59
1;2012-08-18;20;0;27;0;27;59
1;2012-08-18;21;4;23;4;23;59
1;2012-08-18;22;7;20;7;20;59
1;2012-08-18;23;8;19;9;18;59
1;2012-08-19;0;7;20;7;20;59
1;2012-08-19;1;7;20;7;20;58
1;2012-08-19;2;15;12;15;12;59
1;2012-08-19;3;15;12;15;12;59
1;2012-08-19;4;13;14;13;14;59
1;2012-08-19;5;8;19;9;18;59
1;2012-08-19;6;5;22;5;22;59
1;2012-08-19;7;3;24;4;23;59
1;2012-08-19;8;2;25;2;25;59
1;2012-08-19;9;1;26;1;26;59
1;2012-08-19;10;2;25;2;25;59
1;2012-08-19;11;0;27;0;27;59
1;2012-08-19;12;1;26;1;26;59
1;2012-08-19;13;0;27;0;27;59
1;2012-08-19;14;0;27;0;27;59
1;2012-08-19;15;0;27;0;27;59
1;2012-08-19;16;1;26;1;26;59
1;2012-08-19;17;2;25;2;25;59
1;2012-08-19;18;1;26;1;26;59
1;2012-08-19;19;1;26;1;26;59
1;2012-08-19;20;2;25;2;25;59
1;2012-08-19;21;5;22;5;22;59
1;2012-08-19;22;5;22;5;22;59
1;2012-08-19;23;5;22;5;22;59
1;2012-08-20;0;6;21;6;21;59
1;2012-08-20;1;7;20;7;20;59
1;2012-08-20;2;6;21;6;21;59
1;2012-08-20;3;6;21;6;21;59
1;2012-08-20;4;6;21;6;21;59
1;2012-08-20;5;5;22;5;22;59
1;2012-08-20;6;5;22;5;22;59
1;2012-08-20;7;5;22;5;22;59
1;2012-08-20;8;3;24;3;24;59
1;2012-08-20;9;5;22;5;22;58
1;2012-08-20;10;5;22;5;22;59
1;2012-08-20;11;1;26;0;27;58
1;2012-08-20;12;2;25;1;26;59
1;2012-08-20;13;0;27;0;27;58
1;2012-08-20;14;1;26;1;26;59
1;2012-08-20;15;0;27;0;27;58
1;2012-08-20;16;0;27;0;27;59
1;2012-08-20;17;0;27;0;27;58
1;2012-08-20;18;0;27;0;27;59
1;2012-08-20;19;0;27;0;27;59
1;2012-08-20;20;1;26;1;26;59
1;2012-08-20;21;2;25;2;25;59
1;2012-08-20;22;1;26;1;26;59
1;2012-08-20;23;5;22;6;21;59
1;2012-08-21;0;6;21;7;21;59
1;2012-08-21;1;9;18;9;18;58
1;2012-08-21;2;10;17;10;17;59
1;2012-08-21;3;8;19;8;19;59
1;2012-08-21;4;6;21;6;21;59
1;2012-08-21;5;5;22;5;22;59
1;2012-08-21;6;4;23;4;23;59
1;2012-08-21;7;4;23;3;24;59
1;2012-08-21;8;5;22;5;23;59
1;2012-08-21;9;5;22;5;22;59
1;2012-08-21;10;4;23;4;23;59
1;2012-08-21;11;2;25;2;26;59
1;2012-08-21;12;1;26;1;26;56
1;2012-08-21;13;6;21;6;21;58
1;2012-08-21;14;6;21;6;21;52
1;2012-08-21;15;4;23;3;24;59
1;2012-08-21;16;3;24;4;23;59
1;2012-08-21;17;4;23;4;23;59
1;2012-08-21;18;5;22;5;22;59
1;2012-08-21;19;0;27;0;27;58
1;2012-08-21;20;2;25;2;25;57
1;2012-08-21;21;9;18;8;19;58
1;2012-08-21;22;12;15;12;15;58
1;2012-08-21;23;10;17;10;17;58
1;2012-08-22;0;10;17;10;17;58
1;2012-08-22;1;7;20;5;22;58
1;2012-08-22;2;5;22;5;22;58
1;2012-08-22;3;6;21;6;21;59
1;2012-08-22;4;5;22;5;22;59
1;2012-08-22;5;5;22;5;22;58
1;2012-08-22;6;4;23;3;24;59
1;2012-08-22;7;7;20;8;19;59
1;2012-08-22;8;7;20;7;20;59
1;2012-08-22;9;5;22;5;22;57
1;2012-08-22;10;8;19;8;19;58
1;2012-08-22;11;8;19;8;19;58
1;2012-08-22;12;4;23;5;22;59
1;2012-08-22;13;0;27;0;27;59
1;2012-08-22;14;1;26;1;26;58
1;2012-08-22;15;0;27;0;27;59
1;2012-08-22;16;0;27;0;27;58
1;2012-08-22;17;2;25;2;25;59
1;2012-08-22;18;1;26;0;27;59
1;2012-08-22;19;1;26;1;26;57
1;2012-08-22;20;7;20;7;20;58
1;2012-08-22;21;9;18;10;17;59
1;2012-08-22;22;6;21;6;21;59
1;2012-08-22;23;7;20;7;20;59
1;2012-08-23;0;7;20;7;20;59
1;2012-08-23;1;6;21;6;21;59
1;2012-08-23;2;4;23;4;23;59
1;2012-08-23;3;4;23;5;23;58
1;2012-08-23;4;0;27;0;27;58
1;2012-08-23;5;0;27;0;27;59
1;2012-08-23;6;0;27;0;27;59
1;2012-08-23;7;6;21;6;21;59
1;2012-08-23;8;5;22;6;21;59
1;2012-08-23;9;1;26;1;26;58
1;2012-08-23;10;3;24;3;24;59
1;2012-08-23;11;3;24;3;24;58
1;2012-08-23;12;2;25;2;25;59
1;2012-08-23;13;1;26;1;26;59
1;2012-08-23;14;1;26;1;26;59
1;2012-08-23;15;5;22;6;23;55
1;2012-08-23;16;6;21;6;22;56
1;2012-08-23;17;7;20;7;20;59
1;2012-08-23;18;10;17;10;17;57
1;2012-08-23;19;7;20;7;20;59
1;2012-08-23;20;3;24;3;24;59
1;2012-08-23;21;6;21;5;22;59
1;2012-08-23;22;7;20;7;20;59
1;2012-08-23;23;6;21;7;20;59
1;2012-08-24;0;8;19;8;19;59
1;2012-08-24;1;8;19;8;19;59
1;2012-08-24;2;6;21;6;21;59
1;2012-08-24;3;7;20;7;20;59
1;2012-08-24;4;7;20;7;20;59
1;2012-08-24;5;6;21;5;22;59
1;2012-08-24;6;3;24;3;24;59
1;2012-08-24;7;1;26;1;26;59
1;2012-08-24;8;1;26;1;26;59
1;2012-08-24;9;1;26;1;26;59
1;2012-08-24;10;3;25;2;25;56
1;2012-08-24;11;0;27;0;27;56
1;2012-08-24;12;1;26;1;26;59
1;2012-08-24;13;0;27;0;27;56
1;2012-08-24;14;0;27;0;27;57
1;2012-08-24;15;1;26;1;26;56
1;2012-08-24;16;0;27;0;27;59
1;2012-08-24;17;1;26;0;27;59
1;2012-08-24;18;2;25;2;25;58
1;2012-08-24;19;1;26;1;26;59
1;2012-08-24;20;2;25;3;24;58
1;2012-08-24;21;7;20;7;20;59
1;2012-08-24;22;5;22;4;23;59
1;2012-08-24;23;3;24;3;24;59
1;2012-08-25;0;3;24;3;24;59
1;2012-08-25;1;4;23;4;23;58
1;2012-08-25;2;4;23;4;23;59
1;2012-08-25;3;4;23;4;23;59
1;2012-08-25;4;2;25;2;25;59
1;2012-08-25;5;0;27;0;27;59
1;2012-08-25;6;0;27;0;27;58
1;2012-08-25;7;0;27;0;27;59
1;2012-08-25;8;0;27;0;27;59
1;2012-08-25;9;0;27;0;27;59
1;2012-08-25;10;0;27;0;27;59
1;2012-08-25;11;0;27;0;27;59
1;2012-08-25;12;2;25;2;25;59
1;2012-08-25;13;0;27;0;27;59
1;2012-08-25;14;1;26;0;27;59
1;2012-08-25;15;0;27;0;27;59
1;2012-08-25;16;3;24;3;24;59
1;2012-08-25;17;2;25;2;25;59
1;2012-08-25;18;1;26;1;26;59
1;2012-08-25;19;2;25;2;25;59
1;2012-08-25;20;3;24;2;25;59
1;2012-08-25;21;3;24;3;24;59
1;2012-08-25;22;6;21;6;21;59
1;2012-08-25;23;7;20;7;20;59
1;2012-08-26;0;7;20;7;20;59
1;2012-08-26;1;11;16;11;16;58
1;2012-08-26;2;11;16;11;16;59
1;2012-08-26;3;9;18;10;17;58
1;2012-08-26;4;3;24;2;25;59
1;2012-08-26;5;0;27;0;27;59
1;2012-08-26;6;0;27;0;27;59
1;2012-08-26;7;0;27;0;27;59
1;2012-08-26;8;0;27;0;27;59
1;2012-08-26;9;0;27;0;27;59
1;2012-08-26;10;0;27;0;27;59
1;2012-08-26;11;2;25;2;25;59
1;2012-08-26;12;1;26;1;26;59
1;2012-08-26;13;4;23;4;23;59
1;2012-08-26;14;4;23;4;23;59
1;2012-08-26;15;2;25;2;26;59
1;2012-08-26;16;2;25;2;25;59
1;2012-08-26;17;1;26;1;26;59
1;2012-08-26;18;1;26;1;26;59
1;2012-08-26;19;1;26;1;26;59
1;2012-08-26;20;0;27;0;27;59
1;2012-08-26;21;2;25;2;25;59
1;2012-08-26;22;1;26;1;26;59
1;2012-08-26;23;0;27;0;27;58
1;2012-08-27;0;0;27;0;27;58
1;2012-08-27;1;1;26;1;27;59
1;2012-08-27;2;1;26;1;26;58
1;2012-08-27;3;0;27;0;27;59
1;2012-08-27;4;0;27;0;27;59
1;2012-08-27;5;0;27;0;27;59
1;2012-08-27;6;0;27;0;27;58
1;2012-08-27;7;0;27;0;27;59
1;2012-08-27;8;0;27;0;27;59
1;2012-08-27;9;0;27;0;27;57
1;2012-08-27;10;0;27;0;27;58
1;2012-08-27;11;1;26;1;26;58
1;2012-08-27;12;1;27;1;27;56
1;2012-08-27;13;0;27;0;27;59
1;2012-08-27;14;4;23;5;23;59
1;2012-08-27;15;6;21;6;21;59
1;2012-08-27;16;4;23;5;22;57
1;2012-08-27;17;2;25;2;25;52
1;2012-08-27;18;1;26;1;26;57
1;2012-08-27;19;1;26;1;26;58
1;2012-08-27;20;7;20;8;19;59
1;2012-08-27;21;5;21;6;21;58
1;2012-08-27;22;2;25;1;26;59
1;2012-08-27;23;3;24;3;24;58
1;2012-08-28;0;4;23;4;24;59
1;2012-08-28;1;2;25;2;25;58
1;2012-08-28;2;2;25;2;25;59
1;2012-08-28;3;3;24;4;23;59
1;2012-08-28;4;4;23;4;23;59
1;2012-08-28;5;3;24;3;24;59
1;2012-08-28;6;1;26;0;27;59
1;2012-08-28;7;0;27;0;27;58
1;2012-08-28;8;1;26;0;27;59
1;2012-08-28;9;1;26;1;26;57
1;2012-08-28;10;1;26;0;27;58
1;2012-08-28;11;3;24;3;24;59
1;2012-08-28;12;1;26;1;26;58
1;2012-08-28;13;1;26;1;26;57
1;2012-08-28;14;1;26;1;26;57
1;2012-08-28;15;0;27;0;27;57
1;2012-08-28;16;0;27;0;27;58
1;2012-08-28;17;1;26;1;26;59
1;2012-08-28;18;0;27;0;27;59
1;2012-08-28;19;1;26;0;27;57
1;2012-08-28;20;3;24;4;23;59
1;2012-08-28;21;2;25;3;24;59
1;2012-08-28;22;4;23;4;23;59
1;2012-08-28;23;6;21;6;21;59
1;2012-08-29;0;5;22;5;22;59
1;2012-08-29;1;1;26;1;26;59
1;2012-08-29;2;0;27;0;27;59
1;2012-08-29;3;0;27;0;27;59
1;2012-08-29;4;1;26;1;26;59
1;2012-08-29;5;0;27;0;27;59
1;2012-08-29;6;2;25;0;27;59
1;2012-08-29;7;6;21;6;21;59
1;2012-08-29;8;4;23;4;23;59
1;2012-08-29;9;6;21;6;21;59
1;2012-08-29;10;1;26;2;25;52
1;2012-08-29;11;1;26;1;26;57
1;2012-08-29;12;2;25;2;25;56
1;2012-08-29;13;4;23;5;22;56
1;2012-08-29;14;3;24;3;24;54
1;2012-08-29;15;2;25;2;25;55
1;2012-08-29;16;0;27;0;27;59
1;2012-08-29;17;3;24;2;25;56
1;2012-08-29;18;1;26;0;27;45
1;2012-08-29;19;3;24;4;23;50
1;2012-08-29;20;5;22;5;22;59
1;2012-08-29;21;7;20;6;21;59
1;2012-08-29;22;6;21;6;21;53
1;2012-08-29;23;10;17;11;16;57
1;2012-08-30;0;12;15;12;15;59
1;2012-08-30;1;16;11;17;10;59
1;2012-08-30;2;18;9;18;9;59
1;2012-08-30;3;15;12;15;12;58
1;2012-08-30;4;11;16;12;15;59
1;2012-08-30;5;8;19;9;19;59
1;2012-08-30;6;4;23;3;24;59
1;2012-08-30;7;7;19;7;19;59
1;2012-08-30;8;3;23;3;23;58
1;2012-08-30;9;3;23;4;22;59
1;2012-08-30;10;0;26;0;26;59
1;2012-08-30;11;2;24;2;24;58
1;2012-08-30;12;1;25;1;25;57
1;2012-08-30;13;2;24;2;24;58
1;2012-08-30;14;3;23;3;23;55
1;2012-08-30;15;9;17;9;17;56
1;2012-08-30;16;8;18;8;18;59
1;2012-08-30;17;6;20;5;21;59
1;2012-08-30;18;0;26;0;26;59
1;2012-08-30;19;2;24;2;24;59
1;2012-08-30;20;5;21;4;22;58
1;2012-08-30;21;7;19;7;19;59
1;2012-08-30;22;8;18;7;19;59
1;2012-08-30;23;8;18;8;19;59
1;2012-08-31;0;6;20;5;21;59
1;2012-08-31;1;4;22;4;22;59
1;2012-08-31;2;2;24;2;24;59
1;2012-08-31;3;1;25;0;26;59
1;2012-08-31;4;0;26;0;26;59
1;2012-08-31;5;0;26;0;26;58
1;2012-08-31;6;1;25;0;26;59
1;2012-08-31;7;3;23;3;23;59
1;2012-08-31;8;0;26;0;26;58
1;2012-08-31;9;1;25;0;26;55
1;2012-08-31;10;1;25;1;25;56
1;2012-08-31;11;0;26;0;26;59
1;2012-08-31;12;0;26;0;26;56
1;2012-08-31;13;1;25;2;24;54
1;2012-08-31;14;4;22;3;23;57
1;2012-08-31;15;8;18;8;18;57
1;2012-08-31;16;10;16;10;16;58
1;2012-08-31;17;7;19;6;20;58
1;2012-08-31;18;1;25;1;25;58
1;2012-08-31;19;0;26;0;26;59
1;2012-08-31;20;2;24;2;24;59
1;2012-08-31;21;4;22;4;22;58
1;2012-08-31;22;5;21;5;21;58
1;2012-08-31;23;5;21;5;21;59
1;2012-09-01;0;5;21;5;21;59
1;2012-09-01;1;6;20;5;21;58
1;2012-09-01;2;6;20;6;20;59
1;2012-09-01;3;5;21;5;21;59
1;2012-09-01;4;5;21;5;21;59
1;2012-09-01;5;3;23;3;23;59
1;2012-09-01;6;2;24;2;24;59
1;2012-09-01;7;0;26;0;26;59
1;2012-09-01;8;0;26;0;26;59
1;2012-09-01;9;0;26;0;26;59
1;2012-09-01;10;0;26;0;26;59
1;2012-09-01;11;0;26;0;26;59
1;2012-09-01;12;0;26;0;26;59
1;2012-09-01;13;1;25;0;26;59
1;2012-09-01;14;1;25;1;25;59
1;2012-09-01;15;2;24;2;24;58
1;2012-09-01;16;0;26;0;26;58
1;2012-09-01;17;1;25;0;26;59
1;2012-09-01;18;4;22;4;22;58
1;2012-09-01;19;2;24;2;24;58
1;2012-09-01;20;1;25;1;25;59
1;2012-09-01;21;5;21;5;21;59
1;2012-09-01;22;8;18;8;19;59
1;2012-09-01;23;11;15;11;15;59
1;2012-09-02;0;13;13;13;13;59
1;2012-09-02;1;12;14;12;14;59
1;2012-09-02;2;11;15;11;15;59
1;2012-09-02;3;11;15;11;15;59
1;2012-09-02;4;9;17;10;16;59
1;2012-09-02;5;5;21;5;21;59
1;2012-09-02;6;4;22;3;23;58
1;2012-09-02;7;1;25;2;24;59
1;2012-09-02;8;0;26;0;26;58
1;2012-09-02;9;0;26;0;26;59
1;2012-09-02;10;0;26;0;26;59
1;2012-09-02;11;0;26;0;26;59
1;2012-09-02;12;1;25;1;25;59
1;2012-09-02;13;1;25;1;25;58
1;2012-09-02;14;0;25;0;25;59
1;2012-09-02;15;2;23;1;24;59
1;2012-09-02;16;2;23;3;22;59
1;2012-09-02;17;1;24;0;25;59
1;2012-09-02;18;2;23;2;23;59
1;2012-09-02;19;2;23;2;23;59
1;2012-09-02;20;1;24;0;25;59
1;2012-09-02;21;4;21;4;21;58
1;2012-09-02;22;5;20;5;21;59
1;2012-09-02;23;6;19;7;19;59
1;2012-09-03;0;6;20;6;20;59
1;2012-09-03;1;6;20;6;20;59
1;2012-09-03;2;4;22;4;22;59
1;2012-09-03;3;4;22;4;22;59
1;2012-09-03;4;4;22;4;22;58
1;2012-09-03;5;3;23;3;23;59
1;2012-09-03;6;3;23;3;23;59
1;2012-09-03;7;6;20;8;18;59
1;2012-09-03;8;6;20;7;19;59
1;2012-09-03;9;1;25;1;25;59
1;2012-09-03;10;0;26;0;26;57
1;2012-09-03;11;0;26;0;26;59
1;2012-09-03;12;0;26;0;26;57
1;2012-09-03;13;3;23;4;22;59
1;2012-09-03;14;6;20;6;20;55
1;2012-09-03;15;3;23;3;23;59
1;2012-09-03;16;0;26;0;26;58
1;2012-09-03;17;1;25;0;26;59
1;2012-09-03;18;2;24;1;25;56
1;2012-09-03;19;1;25;0;26;58
1;2012-09-03;20;3;23;3;23;59
1;2012-09-03;21;4;22;4;22;59
1;2012-09-03;22;4;22;4;22;58
1;2012-09-03;23;4;22;4;22;58
1;2012-09-04;0;4;22;4;22;48
1;2012-09-04;2;5;21;5;21;53
1;2012-09-04;3;5;21;5;21;59
1;2012-09-04;4;4;22;4;22;59
1;2012-09-04;5;0;26;0;26;59
1;2012-09-04;6;3;23;0;26;59
1;2012-09-04;7;5;21;4;22;59
1;2012-09-04;8;1;25;1;25;56
1;2012-09-04;9;1;25;0;26;58
1;2012-09-04;10;0;26;0;26;54
1;2012-09-04;11;0;26;0;26;59
1;2012-09-04;12;1;25;1;25;59
1;2012-09-04;13;1;25;1;25;59
1;2012-09-04;14;1;25;1;25;58
1;2012-09-04;15;4;22;4;22;54
1;2012-09-04;16;2;24;2;24;59
1;2012-09-04;17;2;24;2;24;58
1;2012-09-04;18;1;25;1;25;54
1;2012-09-04;19;1;25;1;25;56
1;2012-09-04;20;2;24;2;24;59
1;2012-09-04;21;5;21;8;18;59
1;2012-09-04;22;11;15;11;16;57
1;2012-09-04;23;8;18;8;18;52
1;2012-09-05;0;11;15;11;15;48
1;2012-09-05;1;9;17;9;17;54
1;2012-09-05;2;7;19;7;19;59
1;2012-09-05;3;7;19;7;19;59
1;2012-09-05;4;6;20;6;20;58
1;2012-09-05;5;4;22;4;22;58
1;2012-09-05;6;6;20;4;22;58
1;2012-09-05;7;7;18;8;18;58
1;2012-09-05;8;5;20;6;19;59
1;2012-09-05;9;5;20;5;20;56
1;2012-09-05;10;3;22;4;21;59
1;2012-09-05;11;3;22;2;23;59
1;2012-09-05;12;7;19;7;18;56
1;2012-09-05;13;8;17;8;17;58
1;2012-09-05;14;6;19;6;19;53
1;2012-09-05;15;6;19;6;19;60
1;2012-09-05;16;4;21;5;20;56
1;2012-09-05;17;2;23;2;23;56
1;2012-09-05;18;2;23;1;24;59
1;2012-09-05;19;4;21;4;21;57
1;2012-09-05;20;5;20;5;20;57
1;2012-09-05;21;9;16;8;17;58
1;2012-09-05;22;6;19;6;19;58
1;2012-09-05;23;6;19;6;19;59
1;2012-09-06;0;7;18;7;18;59
1;2012-09-06;1;6;19;6;19;59
1;2012-09-06;2;6;19;6;19;59
1;2012-09-06;3;4;21;4;21;59
1;2012-09-06;4;4;21;4;21;59
1;2012-09-06;5;1;24;1;24;59
1;2012-09-06;6;5;20;5;21;59
1;2012-09-06;7;7;18;6;19;59
1;2012-09-06;8;3;22;3;22;56
1;2012-09-06;9;2;22;2;22;59
1;2012-09-06;10;1;23;0;24;59
1;2012-09-06;11;5;19;4;20;59
1;2012-09-06;12;7;17;7;17;56
1;2012-09-06;13;6;18;6;18;53
1;2012-09-06;14;6;18;6;18;56
1;2012-09-06;15;4;20;3;21;58
1;2012-09-06;16;2;22;3;21;55
1;2012-09-06;17;2;22;1;23;55
1;2012-09-06;18;0;24;0;24;52
1;2012-09-06;19;2;22;2;22;48
1;2012-09-06;20;3;21;3;21;55
1;2012-09-06;21;5;19;5;19;57
1;2012-09-06;22;7;17;7;17;50
1;2012-09-06;23;22;2;23;1;59
1;2012-09-07;0;20;4;20;4;59
1;2012-09-07;1;7;17;6;18;59
1;2012-09-07;2;1;23;1;23;59
1;2012-09-07;3;0;24;0;24;58
1;2012-09-07;4;2;22;2;22;59
1;2012-09-07;5;2;22;2;22;59
1;2012-09-07;6;4;20;2;22;59
1;2012-09-07;7;5;19;4;20;59
1;2012-09-07;8;0;24;0;24;58
1;2012-09-07;9;1;23;1;24;54
1;2012-09-07;10;1;23;0;24;54
1;2012-09-07;11;0;24;0;24;50
1;2012-09-07;12;3;22;3;22;56
1;2012-09-07;13;2;24;2;24;52
1;2012-09-07;14;1;25;1;25;56
1;2012-09-07;15;1;25;0;26;57
1;2012-09-07;16;1;25;1;25;57
1;2012-09-07;17;2;24;3;23;55
1;2012-09-07;18;3;23;3;23;49
1;2012-09-07;19;1;25;1;25;52
1;2012-09-07;20;0;26;0;26;59
1;2012-09-07;21;5;21;6;20;59
1;2012-09-07;22;7;19;7;19;57
1;2012-09-07;23;8;18;8;18;59
1;2012-09-08;0;8;18;8;18;59
1;2012-09-08;1;7;19;7;20;59
1;2012-09-08;2;6;20;6;20;59
1;2012-09-08;3;2;24;0;26;59
1;2012-09-08;4;0;26;0;26;59
1;2012-09-08;5;1;25;1;25;59
1;2012-09-08;6;2;24;2;24;59
1;2012-09-08;7;1;25;1;25;59
1;2012-09-08;8;0;26;0;26;59
1;2012-09-08;9;0;26;0;26;59
1;2012-09-08;10;0;26;0;26;59
1;2012-09-08;11;1;25;1;25;59
1;2012-09-08;12;1;25;1;25;59
1;2012-09-08;13;1;25;1;25;57
1;2012-09-08;14;0;26;0;26;59
1;2012-09-08;15;1;25;2;24;59
1;2012-09-08;16;0;26;0;26;59
1;2012-09-08;17;1;25;1;25;59
1;2012-09-08;18;1;25;1;25;59
1;2012-09-08;19;2;24;2;24;59
1;2012-09-08;20;2;24;2;24;59
1;2012-09-08;21;8;18;8;18;59
1;2012-09-08;22;12;14;12;14;58
1;2012-09-08;23;13;13;13;13;59
1;2012-09-09;0;14;12;14;12;58
1;2012-09-09;1;14;12;15;12;58
1;2012-09-09;2;12;14;11;15;59
1;2012-09-09;3;10;16;10;16;59
1;2012-09-09;4;8;18;7;19;58
1;2012-09-09;5;6;20;6;20;59
1;2012-09-09;6;5;21;5;21;59
1;2012-09-09;7;3;23;3;23;59
1;2012-09-09;8;3;23;3;23;59
1;2012-09-09;9;2;24;2;24;59
1;2012-09-09;10;3;23;3;23;59
1;2012-09-09;11;1;25;1;25;59
1;2012-09-09;12;5;21;5;21;59
1;2012-09-09;13;6;20;6;20;59
1;2012-09-09;14;2;24;2;24;59
1;2012-09-09;15;0;26;0;26;59
1;2012-09-09;16;0;26;0;26;59
1;2012-09-09;17;2;24;2;24;59
1;2012-09-09;18;2;24;2;24;59
1;2012-09-09;19;3;23;3;23;59
1;2012-09-09;20;3;23;3;23;59
1;2012-09-09;21;6;20;6;20;59
1;2012-09-09;22;8;19;7;19;58
1;2012-09-09;23;6;20;6;20;59
